,text,AG
1024,españa tiene presupuesto para enviar patrulleras de la armada a recoger subsaharianos y magrebíes a las costas de marruecos pero ni un duro para poner guardias civiles y material antidisturbios en ceuta y melilla qué raro verdad,0
1025,el acoso no entra en la ficción representás la voz de miles de mujeres que fueron calladas fuerza,0
1026,también te estresa todo hermana' y bueno gil callate la puta madre,0
1027, no lo eres callate jode hostia puta ya no te digo la gira que estoy intentando sacar maldito,0
1028, exigen perra asesina necesitamos tener te cerda hija de tu puta madre ratera como tú y los niños con cáncer que se te olvida perra,1
1029,qué esperan putos sudacas contraten al calvo de almeyda tiren paro,1
1030, el empujón en plan cállate la puta bocaaa,0
1031,andrej babiš presidente del gbno checo rechaza de plano la inmigracion subsahariana no los queremos en chequia nunca tendrian un empleo y para mantenerlos aqui q se les ayude en sus paises de origen sus costumbres no son compatibles con las nuestras httpstcovdlqdoenfn,0
1032, cállate mmvg hoy te saco la puta ,0
1033, pues cállate ya de una puta vez que me has enviado casi  mensajes pesao y seguro que como eres gilipollas seguirás hijo de la gran puta ,0
1034,en mi casa parece a propósito cuando duermo hablan casi gritando los hijos de puta les voy a enseñar a respetar a facazo limpio,0
1035,por que las mujeres van de a  al baño por mientras una caga la otra le aprieta la cabeza para que salga toda la mierda,0
1036, callate hdp q vos con tus simios kk p opj ykk son la escoria rentada de este pais de cuarta gracias mugriento charlatansegui cobrando  lucas y manda a los negros violentos a la calle,0
1037, le decía cállate la puta que te parió invitame a cantar con vos no te das cuenta que te amo dale porque yoooo no quiero ser tu noviaaa y las palmas arriba bien arriba bien arribaaaa no me importa tu historia asbsbdisa eeeee wacho la birra,0
1038,matt damon critica campaña contra el acoso y la violación sexual  la prensa de honduras httpstcogytxqtzoj,0
1039, callate son la peor escoria malditos vos y tu partido ojalá ocupes rivotril para dormir porque no tenes una glándula que los hdp no tienen que es conciencia,0
1040,cuando el coreano se pone caliente pero tu eres una perra fria mas fria que rusia gil culiao nomas httpstcoqffeunzlt,1
1041,me pone muy nerviosa la gente que hace unboxings de álbumes y se queda media hora enseñando la portada y cada puta página colega,0
1042, si hay diferencia si es tu conocida y sabés que no le va a molestar no es acoso cualquier cosa fuera de eso es acoso fin,0
1043, hola héctor con todo el respeto que te mereces que profesión tienes hijo de puta,0
1044, tu eres puta aquí  si no te gusta lyna tampoco para andarla insultando por el mundo estupida de mierda,1
1045,su eres nazi mereces que un hijo de puta más hijo de puta que tú te mate y así construiremos un futuro alucinante me voy con trump o con putin esto no es para mí httpstcouyxhxqpiul,0
1046,marlaska ha nombrado jefe de la uco a quien hasta ahora estaba al frente de los grs el grupo de la que atendía las avalanchas de inmigrantes en la valla de ceuta httpstcojipvhuluw vía ,0
1047,qué pensáis de este artículo httpstcoeicoauvqw,0
1048,que pelotudos son los religiosos los árabes pueden ser judíos cristianos musulmanes lástima que los judíos se creen ‘una raza superior’ httpstcovqmmvljr,1
1049, sé mi putita llámame guarra muerdeme los pezones ayyyys ve a buscar al niño al cole,1
1050,“el maestro decía que viniéramos en minifalda y sin bragas” el acoso sexual que hacía un maestro en la universidad httpstcotwusscayf httpstcowjyliqvu,0
1051,y a mercurio cuando acabe con la luna,0
1052, callate y retoma la puta serie,0
1053, leer a sami naïr para entender mejor a europa el temor delante de la inmigración no es producto de una xenofobia congénita [] sino el precio que se paga por la profunda crisis social provocada por la gestión ultraliberal de la economía europea httpstcohhflwzhdpy,0
1054,cual es el dia de la mujer el dia menos pensado,0
1055, si vas a enseñar enséña bien hija de tu puta madre siempre es la misma mierda pendeja,1
1056, genial eso de reíros en la cara de las prostitutas que hayan elegido libremente ser lo que son sabíais que hasta se han asociado y algunas hasta tienen estudios y deciden igualmente ejercer qué cosas,0
1057,yo tenia un folio lleno de mapas que mis hermanas no usaron y me quedaban a mi y al que me pidiera httpstcojfwexxqs,0
1058, cállate perra,1
1059, tu eres una zorra ladrona no me diste mi cuenta del directo buuu pasado de jaime ,1
1060,medio q si le decís crush al q te gusta te re mereces q no te bola nunca en tu puta vida decile ese q quiero q me rompa el orto el wacho lindo no se la cosa sana,0
1061,mi perra me odiaes enseñarle la correa pa salir a pasear y se pira corriendo a esconderse es mas vaga que yo casi,0
1062,sabes provocar eructos aposta sin necesidad de beber cocacola ni nada con gas  sois una puta pesadilla httpstcoearkvodg,0
1063,nosotros como tu dices seremos gentuzatu eres una gran hija de putaademás con pinta de zorra,1
1064,refugios de menores inmigrantes en manos de depredadores sexuales ⁦ ⁦ ⁦ ⁦ ⁦ ⁦ httpstcoufyoerad httpstcojvhddegy,0
1065,ojalá poder pegarle un puñetazo a mi cerebro y decirle que me deje ya en paz macho que insistente eres cállate ya la puta boca joder,0
1066, callate gorda babosa igual q tu perra,1
1067, tú eres la perra bastarda que justificó el asesinato de un patriota porque era falangista eres una mierda secesionista y una basura marxista y te atreves a califica,1
1068, poco os mereceis hijos de puta ,0
1069, puta tantos años de ser bff y ni sabes que perfectamente yo te puedo enseñar ,1
1070,me ha gustado un vídeo de httpstcoauagdqjqf  caillou entra en la matrix episodio  español sudaca hd,0
1071, on tu eres muy perra,1
1072, tú apoyas a la escoria terrorista del estado español puto imbécil,0
1073,de repente me siguieron  cuentas verificadas arabes help no quiero morir,0
1074, cállate la boca gordo hijo de puta,0
1075,lo de salou solo es el principio ya están saliendo muchos autocares rumbo a cataluña llenos de subsaharianos porque dicen que allí colau lis trata de lujo,0
1076,mientras el presidente okupa sigue de vacaciones cada día llegan a españa cientos de inmigrantes ilegales por el efecto llamada provocado por el gobierno ya han llegado más ilegales que en todo  y lo que preocupa a bruselas es el riesgo populista httpstcodxyvuxjoxh,0
1077,hay varias paginas de feministas a las que deberia darles verguenza exponer sus ideas ya que no tienen ni pies ni cabeza,0
1078,quien coño esta votando me cago en la puta os merecéis un machete en la tráquea siempre fiel a las lentejas cabrones httpstcoifqcslxqi,0
1079,cifra de inmigrantes indocumentados que llegó a españa ya supera a la de todo el  httpstcomtmcvarbk,0
1080,un día largo callate hijo de puta estabas jugando al pádel,0
1081,no entiendo porque la vida es asíellos son escoriason delincuentesnosotros merecíamos más ese título que hicimos mal,0
1082,las ganadoras del primer sorteo de entradas para la única fiesta exclusiva para mayores de  años de sudacaampla isla‼ felicitaciones nos comunicaremos por privado contigo‼ httpstcoiuvshih,0
1083,y tenes la cara para decir “se lo merecía” perra dejame no decirte lo que te mereces porque no estoy tratando de que me suspendan y luego intentas venir por bts porque claro por qué no,1
1084, callate q tu si q t presenta pedazo d perra,1
1085,les arabes httpstcockocisi,0
1086, coño eh tu madre maldita perra pudrete mamagueba tu eres culpable,1
1087, pasa buenas fiestas con tu familia tu que puedes y callate la puta boca  y las hostias q te deberian dar a ti por puto bocaza,0
1088, aunque no todos seamos violadores no la culpo en absoluto si no eres como esa escoria no hay por qué sentirse ofendido,0
1089, callate hijo de tu puta madre,0
1090, escándalos de acoso sexual y el riesgo de banalizar la violación httpstcogjkfefatn vía ,0
1091,según mi abuela natacha jaitt se merecía que le pegue su ex por haberle hecho 'eso' a latorre por qué es puta por qué salió tarde por qué fue mala toda la vida httpstcocmgdayrkdc,0
1092,jajajaja qué tíos cachondos los albañiles httpstcobbrksbowj cómo bromean,0
1093,de ella me quedo el gusto por la música árabe ,0
1094,laredo texas aseguran a  indocumentados  viajaban escondidos en cajas de carton httpstcoxvknba,0
1095, callate vos chupa pija te comiste  de alemania cornudo hijo de puta,0
1096,denuncian abuso sexual en refugio de niños inmigrantes de arizona  diario noticias web httpstcohqawgnwpr,0
1097,perro ponte a leer sudaca httpstcoerwbengsdg,1
1098, claro por subir la foto que le dé la puta gana a su twitter es una guarra asocias enseñar carne con ser guarra espero que seas de los que lleva jersey de cuello alto en pleno verano,0
1099,al dueño borracho d este coche q m acabo d encontrar abandonado en una cuneta mereces lo q t ha pasado hijo d puta x suerte nadie se cruzó en tu camino httpstcoylgadurugw,0
1100, dr en que materia lo enseñaron ese vocabulario de perra de burdel,0
1101,instan a granjeros de colorado a “defender” a sus trabajadores indocumentados httpstcokdfvcajw httpstcogzrdanozmj,0
1102,acabas en los calabozos t desahucian d tu casa y si t atreves a protestar t denuncian por ser una sin papeles y t mandan d vuelta a tu pais de origen por ilegalvamos lo mismo que si entras en españa ilegalmente ahhh no q aquí t dan papeles y una paga seran fachas en españa httpstcovsankvikiy,1
1103,buenos días güera solo pasó a desearte u lindo fin de semana en compañía de tú príncipe qué se diviertan mucho y disfruten besitos httpstcoriovnffln,0
1104,hipocresía de estados unidos frente al conflicto nicaragüense httpstcopjdiymmxen vía ,0
1105, callate puta de mierda respeta al dios,1
1106,mecagontodo  tíos en clase aprueban y llevan  min quejándose de su nota tío que has aprobado callate la puta boca ,0
1107,placer morboso posar la punta de mi polla en tu coño y empujar despacio sentir como se amolda a mis venas la presión al pasar ese calor húmedo que me pone tan cachondo httpstcovvkteapjng,0
1108,pa q tu me reclamas hay miles de mujeres q dicen q me aman pero tu eres la puta q siempre yo monto en en la cama,1
1109, escuché muy atentamente su intervención y no pudo decir más tonterías en menos tiempo no tiene ni puta idea de nada y menos de vela te leeré en el abc,0
1110,applausos para ti muchas felicidades güera es asombroso ver y leer todo lo que has crecido httpstcoalozkvpzs,0
1111,esas cosas y otras pueden pasar por mantener a la inmigracion ilegal en españa y no expulsarlos no  la agresión de los manteros a un turista pone a colau en un aprieto httpstcocmzwxalp vía ,0
1112, callate zorra cara de mono,1
1113,buah chaval se me han saltado las lagrimas de lo bien que lo ha hecho ana war eres la puta ama tia te mereces todo y estamos orgullosos de ti joder ,0
1114,nuestra directora ejecutiva alexandra sossa estará hablando en la radio sobre problemas que uno confronta en el trabajo sintonice para mas información “el show de la güera” lunes  de httpstcoikonkqrgl,0
1115,que las mujeres son perras oo  no parcero no hay mujer perra sino cansada de que un hombre no le demuestre httpstcoscxtrgzhdn,0
1116,de los moros no se puede esperar nada bueno y esto te lo dicen los propios árabes que también han luchado contra ellos  httpstcomfmblbki,0
1117,es muy obvio q van a perder mi hermana es una puta y tu novia es él,1
1118,lo mejor que le paso a florida fue que hubiera competencia de sudaca  porque ahora todos meten buenas ofertas ,0
1119, callate puta si vos te tomas hasta el agua de la zanja,1
